plnr,studieprogram,campus,år,termin
1187049,LEIE,Bergen,2023,Høst
1187051,BERG,Bergen,2023,Høst
1187054,BBL,Bergen,2023,Høst
1187059,MGBBE,Bergen,2023,Høst
1187066,INF,Bergen,2024,Høst
1187076,BELE,Bergen,2024,Høst
1187088,BYGGF,Førde,2023,Høst
1187089,BBL,Bergen,2024,Høst
1187093,BSYK,Haugesund,2024,Høst
1187097,MGBBE,Bergen,2023,Høst
1187104,MGBBE,Bergen,2024,Høst
1187114,BSAB,Sogndal,2023,Høst
1187129,BVPL,Bergen,2023,Høst
1187132,MGUBE,Bergen,2023,Høst
1187135,ØAU3,Bergen,2023,Høst
1187139,BFYS,Bergen,2024,Høst
1187141,BSYK,Bergen,2023,Høst
1187148,HISBN,Sogndal,2023,Høst
1187150,BFYS,Bergen,2023,Høst
1187160,EEL,Bergen,2023,Høst
1187165,BIDR,Sogndal,2023,Høst
1187169,MGBBE,Bergen,2023,Høst
1187171,LEIE,Bergen,2024,Høst
1187172,INF-F,Førde,2023,Høst
1187174,BSYK,Haugesund,2023,Høst
1187191,BBL,Bergen,2023,Høst
1187414,ØKB,Haugesund,2023,Høst
1187422,BIO,Bergen,2023,Høst
1187425,BERG,Bergen,2023,Høst
1187433,BSYK,Bergen,2023,Høst
1187435,LUPEK,Bergen,2023,Høst
1187443,BFYS,Bergen,2024,Høst
1187451,BSAB,Bergen,2023,Høst
1187458,INF-F,Førde,2023,Høst
1187462,BIO,Bergen,2023,Høst
1187471,DATA,Bergen,2023,Høst
1187475,MGUSO,Sogndal,2023,Høst
1187481,BSYK,Bergen,2024,Høst
1187494,DATA,Bergen,2023,Høst
1187499,BVPLD,Haugesund,2023,Høst
1187503,LEIE,Bergen,2023,Høst
1187508,ØAU3,Bergen,2024,Høst
1187510,BSYK,Bergen,2024,Høst
1187520,FEN,Sogndal,2023,Høst
1187521,BSYKD,Stord,2024,Høst
1187522,HISN,Sogndal,2024,Høst
1187522,ØKOB,Sogndal,2023,Høst
1187534,BSYK,Bergen,2024,Høst
1187540,BSAB,Sogndal,2023,Høst
1187543,NABP,Haugesund,2024,Høst
1187550,BVPL,Bergen,2023,Høst
1187559,BVPL,Bergen,2023,Høst
1187562,BBL,Bergen,2024,Høst
1187563,MGBBE,Bergen,2024,Høst
1187569,BBL,Bergen,2023,Høst
1187587,MGBSO,Sogndal,2023,Høst
1187589,MPR,Bergen,2024,Høst
1187596,BBL,Bergen,2023,Høst
1187604,MGBBE,Bergen,2023,Høst
1187606,ØKB,Haugesund,2023,Høst
1187607,ØKOB,Sogndal,2023,Høst
1187611,ING-MAB,Haugesund,2023,Høst
1187613,BRAD,Bergen,2023,Høst
1187614,MAM,Bergen,2023,Høst
1187618,INF,Bergen,2024,Høst
1187628,BYGG,Bergen,2023,Høst
1187633,MGUBE,Bergen,2023,Høst
1187636,BVPL,Bergen,2023,Høst
1187637,ØAU3,Bergen,2023,Høst
1187707,ABLU,Haugesund,2023,Høst
1187719,ETK,Bergen,2024,Høst
1187746,ETK,Bergen,2024,Høst
1187751,INT-FHS-B,Bergen,2024,Høst
1187758,REALNS,Haugesund,2024,Høst
1187786,INF,Bergen,2024,Høst
1187809,MGBBE,Bergen,2023,Høst
1187812,LEIE,Bergen,2023,Høst
1187816,LANA,Sogndal,2023,Høst
1187817,MGBBE,Bergen,2023,Høst
1187822,BSAB,Sogndal,2023,Høst
1187826,ØKB,Haugesund,2024,Høst
1187830,BVPL,Bergen,2024,Høst
1187837,BFYS,Bergen,2024,Høst
1187843,BSYK,Førde,2023,Høst
1187853,LUPEK,Bergen,2024,Høst
1187868,BYGG,Bergen,2024,Høst
1187879,EIMB,Sogndal,2024,Høst
1187884,BVPL,Sogndal,2024,Høst
1187893,BSYK,Stord,2024,Høst
1187897,BFYS,Bergen,2023,Høst
1187898,MMT,Bergen,2023,Høst
1187901,BBLD,Sogndal,2024,Høst
1187912,MGUBE,Bergen,2023,Høst
1187919,BBL,Bergen,2024,Høst
1187925,MGBBE,Bergen,2023,Høst
1187943,BSAB,Bergen,2024,Høst
1187948,HISBN,Sogndal,2023,Høst
1187963,LEIE,Bergen,2023,Høst
1187965,MGBBE,Bergen,2024,Høst
1187969,REALNS,Bergen,2024,Høst
1187971,BIO,Bergen,2023,Høst
1187977,BYGG,Bergen,2024,Høst
1187988,MGUBE,Bergen,2024,Høst
1187989,BFYS,Bergen,2024,Høst
1187991,BIDR,Sogndal,2023,Høst
1188005,BELE,Bergen,2024,Høst
1188017,INF,Bergen,2024,Høst
1188019,BFYS,Bergen,2024,Høst
1188021,MMT,Bergen,2024,Høst
1188035,BFYS,Bergen,2024,Høst
1188044,DOL,Bergen,2024,Høst
1188060,BRAD,Bergen,2023,Høst
1188069,BBL,Bergen,2023,Høst
1188074,BBL,Bergen,2023,Høst
1188081,ØAU3,Bergen,2023,Høst
1188082,INF-H,Haugesund,2024,Høst
1188087,MGBBE,Bergen,2023,Høst
1188091,BBL,Bergen,2024,Høst
1188104,DATA,Bergen,2023,Høst
1188115,LUPEK,Bergen,2023,Høst
1188120,RLIL,Sogndal,2023,Høst
1188130,EEL,Bergen,2023,Høst
1188139,ØAU3,Bergen,2024,Høst
1188164,ELK,Bergen,2023,Høst
1188177,BSAB,Bergen,2023,Høst
1188179,GEFA,Sogndal,2024,Høst
1188184,ØKOB,Sogndal,2024,Høst
1188199,BSAB,Bergen,2023,Høst
1188203,MGBBE,Bergen,2023,Høst
1188209,BIDR,Sogndal,2023,Høst
1188213,BYGG,Bergen,2024,Høst
1188226,BSYK,Haugesund,2023,Høst
1188229,BBL,Bergen,2023,Høst
1188232,MGBBE,Bergen,2024,Høst
1188236,BFYS,Bergen,2023,Høst
1188237,MGBBE,Bergen,2023,Høst
1188247,BSYK,Haugesund,2023,Høst
1188266,BIDR,Sogndal,2023,Høst
1188271,MAM,Bergen,2024,Høst
1188284,BSYK,Førde,2023,Høst
1188295,BBL,Bergen,2023,Høst
1188312,ØAU3,Bergen,2024,Høst
1188321,BSAB,Sogndal,2024,Høst
1188328,MGUBE,Bergen,2023,Høst
1188339,DATA,Bergen,2023,Høst
1188342,NABP,Haugesund,2024,Høst
1188355,BFYS,Bergen,2024,Høst
1188362,BBL,Bergen,2023,Høst
1188364,BVPL,Bergen,2023,Høst
1188375,BSYK,Førde,2024,Høst
1188381,MGUBE,Bergen,2023,Høst
1188421,ETK,Bergen,2023,Høst
1188428,BRAD,Bergen,2023,Høst
1188429,BSYK,Bergen,2023,Høst
1188436,BBARN,Sogndal,2023,Høst
1188455,BVPL,Sogndal,2023,Høst
1188458,MGUBE,Bergen,2024,Høst
1188462,BERG,Bergen,2024,Høst
1188467,BBLD,Sogndal,2024,Høst
1188468,MMT,Bergen,2024,Høst
1188471,GEFA,Sogndal,2023,Høst
1188474,BSYK,Stord,2024,Høst
1188487,MGBBE,Bergen,2023,Høst
1188498,INF,Bergen,2024,Høst
1188498,INF-H,Haugesund,2023,Høst
1188500,BSAB,Bergen,2024,Høst
1188502,BSYK,Bergen,2024,Høst
1188510,BFYS,Bergen,2024,Høst
1188511,AUTB,Bergen,2023,Høst
1188516,MGBBE,Bergen,2023,Høst
1188519,BRAD,Bergen,2024,Høst
1188523,ØAU3,Bergen,2024,Høst
1188530,ØAU3,Bergen,2023,Høst
1188538,MGBBE,Bergen,2023,Høst
1188553,ØKB,Haugesund,2023,Høst
1188564,LUPEK,Bergen,2023,Høst
1188566,BFYS,Bergen,2024,Høst
1188568,BSYK,Førde,2023,Høst
1188574,MGUBE,Bergen,2024,Høst
1188576,BSAB,Sogndal,2024,Høst
1188591,BVPL,Sogndal,2023,Høst
1188598,MGUBE,Bergen,2023,Høst
1188601,FEN,Sogndal,2023,Høst
1188628,BVPLD,Sogndal,2023,Høst
1188629,BFYS,Bergen,2024,Høst
1188633,ØKOJ,Sogndal,2023,Høst
1188635,EIMB,Sogndal,2023,Høst
1188657,DATA,Bergen,2024,Høst
1188668,LUPEK,Bergen,2023,Høst
1188673,DATA,Bergen,2024,Høst
1188680,BVPL,Sogndal,2023,Høst
1188682,HISB,Sogndal,2023,Høst
1188683,BSYK,Bergen,2024,Høst
1188688,ØAU3,Bergen,2024,Høst
1188702,BFYS,Bergen,2023,Høst
1188705,EIMB,Sogndal,2023,Høst
1188706,BSYKD,Førde,2024,Høst
1188707,HVT,Bergen,2023,Høst
1188746,ØKOB,Sogndal,2024,Høst
1188759,DATA,Bergen,2023,Høst
1188767,BYGG,Bergen,2024,Høst
1188796,MGUBE,Bergen,2023,Høst
1188805,BVPLD,Sogndal,2023,Høst
1188808,MGUBE,Bergen,2024,Høst
1188813,BELE,Bergen,2024,Høst
1188815,EIMB,Sogndal,2023,Høst
1188830,ØAU3,Bergen,2024,Høst
1188833,BERG,Bergen,2024,Høst
1188849,ØKOB,Sogndal,2023,Høst
1188850,BFYS,Bergen,2024,Høst
1188853,NABP,Haugesund,2023,Høst
1188866,MGUBE,Bergen,2023,Høst
1188867,NABP,Haugesund,2023,Høst
1188877,BBL,Bergen,2024,Høst
1188880,LEIE,Bergen,2024,Høst
1188883,INF,Bergen,2023,Høst
1188894,MGUBE,Bergen,2023,Høst
1188895,BSYK,Bergen,2024,Høst
1188897,MGUBE,Bergen,2024,Høst
1188912,BBL,Bergen,2023,Høst
1188922,BYGG,Bergen,2024,Høst
1188923,BSYK,Bergen,2024,Høst
1188929,MGUBE,Bergen,2024,Høst
1188962,MGBBE,Bergen,2023,Høst
1188978,DATA,Bergen,2024,Høst
1188985,BERG,Bergen,2023,Høst
1188991,BSYK,Bergen,2024,Høst
1188998,MGUBE,Bergen,2023,Høst
1189002,ØAU3,Bergen,2023,Høst
1189010,BSAB,Bergen,2024,Høst
1189012,INF,Bergen,2023,Høst
1189016,ØKOB,Sogndal,2023,Høst
1189026,BSYK,Bergen,2023,Høst
1189032,BFYS,Bergen,2023,Høst
1189033,BSYK,Stord,2024,Høst
1189034,MGBBE,Bergen,2024,Høst
1189035,BBL,Bergen,2023,Høst
1189044,ØKB,Haugesund,2023,Høst
1189586,ELKYF,Førde,2023,Høst
1191476,DATA,Bergen,2024,Høst
1191507,REALNS,Bergen,2024,Høst
1191524,BSYK,Bergen,2024,Høst
1191533,BYGG,Bergen,2024,Høst
1191535,MSB,Sogndal,2023,Høst
1191540,INF,Bergen,2023,Høst
1191901,BYGG,Bergen,2023,Høst
1191932,MIL-MA,Bergen,2024,Høst
1191939,ETK,Bergen,2024,Høst
1191944,VRA,Bergen,2023,Høst
1191945,BAMM,Haugesund,2023,Høst
1191975,DATA,Bergen,2024,Høst
1192006,LEIE,Bergen,2023,Høst
1192013,MGBBE,Bergen,2024,Høst
1192031,REALNS,Bergen,2024,Høst
1192045,REALNS,Haugesund,2024,Høst
1192056,AUTYH,Haugesund,2023,Høst
1192075,MKUF,Bergen,2023,Høst
1192096,NABP,Haugesund,2024,Høst
1192105,VSKS,Bergen,2023,Høst
1192130,BELE,Bergen,2024,Høst
1192132,HVT,Bergen,2024,Høst
1192154,VSKS,Bergen,2023,Høst
1192159,BAMM,Haugesund,2023,Høst
1192164,MARA,Bergen,2023,Høst
1192176,VSKS,Bergen,2023,Høst
1192188,VSKS,Bergen,2023,Høst
1192208,BIO,Bergen,2024,Høst
1192216,BVPLD,Sogndal,2023,Høst
1192218,BSYK,Bergen,2024,Høst
1192220,BSOSN,Sogndal,2024,Høst
1192227,BSYK,Haugesund,2024,Høst
1192233,FRIB,Sogndal,2024,Høst
1192234,BBL,Stord,2024,Høst
1192242,BSYK,Førde,2024,Høst
1192245,BVPL,Bergen,2023,Høst
1192264,MGUBE,Bergen,2023,Høst
1192275,BVPL,Bergen,2023,Høst
1192293,BSYK,Haugesund,2024,Høst
1192297,BYGG,Bergen,2024,Høst
1192300,FEN,Sogndal,2023,Høst
1192303,MGUBE,Bergen,2024,Høst
1192308,DATA,Bergen,2024,Høst
1192316,ØKB,Haugesund,2023,Høst
1192335,HVT,Bergen,2024,Høst
1192355,BSYK,Førde,2024,Høst
1192369,ETK,Bergen,2024,Høst
1192374,BBL,Sogndal,2023,Høst
1192390,HVT,Bergen,2023,Høst
1192397,MGUSO,Sogndal,2024,Høst
1192405,ØAU3,Bergen,2022,Høst
1192429,BELE,Bergen,2024,Høst
1192443,MGBBE,Bergen,2023,Høst
1192452,MGBBE,Bergen,2024,Høst
1192465,BFYS,Bergen,2023,Høst
1192470,ØAU3,Bergen,2023,Høst
1192476,INF-F,Førde,2023,Høst
1192481,BBARN,Sogndal,2023,Høst
1192484,INF-H,Haugesund,2023,Høst
1192528,BVPL,Bergen,2024,Høst
1192541,MGUBE,Bergen,2023,Høst
1192555,MGUST,Stord,2024,Høst
1192557,BYGG,Bergen,2023,Høst
1192597,BSAB,Bergen,2023,Høst
1192601,BSYK,Stord,2024,Høst
1192603,DATA,Bergen,2023,Høst
1192610,BSAB,Sogndal,2023,Høst
1192621,MGUBE,Bergen,2023,Høst
1192629,BSYK,Førde,2023,Høst
1192635,BRAD,Bergen,2023,Høst
1192640,BIO,Bergen,2024,Høst
1192646,ØAU3,Bergen,2023,Høst
1192659,BSYK,Bergen,2023,Høst
1192662,HISBN,Sogndal,2023,Høst
1192678,ØAU3,Bergen,2023,Høst
1192680,BSAB,Bergen,2024,Høst
1192691,BSYK,Bergen,2024,Høst
1192696,GEFA,Sogndal,2023,Høst
1192699,KJE,Bergen,2024,Høst
1192704,ING-MAB,Haugesund,2024,Høst
1192706,MGBBE,Bergen,2023,Høst
1192737,BFYS,Bergen,2023,Høst
1192741,MAM,Bergen,2024,Høst
1192750,BBL,Bergen,2023,Høst
1192751,BSAB,Sogndal,2024,Høst
1192755,BVPL,Bergen,2023,Høst
1192760,BSYK,Haugesund,2024,Høst
1192761,ØKOB,Sogndal,2023,Høst
1192766,EIMB,Sogndal,2023,Høst
1192772,INF,Bergen,2023,Høst
1192787,ETK,Bergen,2023,Høst
1192790,BBLD,Sogndal,2024,Høst
1192791,BSYK,Førde,2024,Vår
1192800,ØAU3,Bergen,2023,Høst
1192836,EIMB,Sogndal,2023,Høst
1192837,UNGB,Sogndal,2023,Høst
1192850,LUPEK,Bergen,2023,Høst
1192864,LUPEK,Bergen,2024,Høst
1192866,ØKB,Haugesund,2023,Høst
1192874,BBARN,Sogndal,2024,Høst
1192881,LEIE,Bergen,2024,Høst
1192883,MAM,Bergen,2023,Høst
1192892,REISÅ,Sogndal,2024,Høst
1192900,MGUBE,Bergen,2023,Høst
1192904,BBL,Bergen,2023,Høst
1192914,ØKOJ,Sogndal,2024,Høst
1192915,BSYK,Førde,2024,Høst
1192916,BERG,Bergen,2024,Høst
1192921,ØAU3,Bergen,2024,Høst
1192931,KJE,Bergen,2023,Høst
1192944,ØAU3,Bergen,2023,Høst
1192950,ØKOB,Sogndal,2023,Høst
1192957,ØKB,Haugesund,2023,Høst
1192962,MGBBE,Bergen,2023,Høst
1192969,DATA,Bergen,2024,Høst
1192969,ENKELTEMNE,Bergen,2024,Høst
1192991,BELE,Bergen,2024,Høst
1192998,FHA,Bergen,2023,Høst
1193003,INF,Bergen,2024,Høst
1193005,BFYS,Bergen,2023,Høst
1193018,MMT,Bergen,2023,Høst
1193020,MGUBE,Bergen,2023,Høst
1193023,IDR60,Sogndal,2024,Høst
1193028,BSAB,Bergen,2024,Høst
1193033,MGBBE,Bergen,2024,Høst
1193048,BIDR,Sogndal,2023,Høst
1193052,FHA,Bergen,2024,Høst
1193053,MGUBE,Bergen,2024,Høst
1193054,ØKOB,Sogndal,2023,Høst
1193057,EIMB,Sogndal,2023,Høst
1193057,PT,Sogndal,2024,Høst
1193068,BSAB,Sogndal,2023,Høst
1193073,BYGG,Bergen,2023,Høst
1193079,MMT,Bergen,2023,Høst
1193081,FRIB,Sogndal,2023,Høst
1193084,BSYK,Bergen,2024,Høst
1193085,BELE,Bergen,2024,Høst
1193087,HISN,Sogndal,2024,Høst
1193089,MGUBE,Bergen,2023,Høst
1193093,BSYK,Bergen,2024,Høst
1193103,EIMB,Sogndal,2023,Høst
1193119,NABP,Haugesund,2024,Høst
1193124,REALNS,Haugesund,2024,Høst
1193125,BSYK,Haugesund,2024,Høst
1193127,LEIE,Bergen,2024,Høst
1193129,LEIE,Bergen,2023,Høst
1193152,ØKOJ,Sogndal,2023,Høst
1193158,BBARN,Sogndal,2024,Høst
1193175,FEN,Sogndal,2023,Høst
1193177,BSAB,Sogndal,2023,Høst
1193187,BYGG,Bergen,2024,Høst
1193197,MGBBE,Bergen,2024,Høst
1193202,BSAB,Sogndal,2024,Høst
1193215,PPUALMD,Stord,2023,Høst
1193632,BELEH,Haugesund,2024,Høst
1193897,REALNS,Bergen,2024,Høst
1193898,VSKS,Bergen,2023,Høst
1194564,BELE,Bergen,2024,Høst
1194683,MASO,Bergen,2023,Høst
1195621,BELEH,Haugesund,2024,Høst
1195668,BAMM,Haugesund,2023,Høst
1195824,FFRA,Bergen,2023,Høst
1195841,VSKS,Bergen,2023,Høst
1195855,PPUALMD,Stord,2023,Høst
1195906,ABLU,Haugesund,2023,Høst
1195968,ABLU,Haugesund,2023,Høst
1196004,PPUALMD,Stord,2024,Høst
1196026,MA-INN,Bergen,2023,Høst
1196028,MA-PHA,Bergen,2023,Høst
1196045,BELE,Bergen,2024,Høst
1196074,VRA,Bergen,2023,Høst
1196114,ING-BRANN,Haugesund,2023,Høst
1196172,GLU5-10P,Bergen,2023,Høst
1196198,MMO,Haugesund,2024,Høst
1196213,MA-PHA,Bergen,2023,Høst
1196305,BVPLD,Haugesund,2023,Høst
1196345,DPU-MA,Bergen,2023,Høst
1196424,VSKS,Bergen,2023,Høst
1196460,PPUYRKD,Bergen,2024,Høst
1196478,PPUALMD,Stord,2023,Høst
1196510,VRA,Bergen,2023,Høst
1196523,REALNS,Bergen,2024,Høst
1196539,BSAB,Sogndal,2024,Høst
1196556,ABLU,Haugesund,2023,Høst
1196564,REALNS,Bergen,2024,Høst
1196608,BELE,Bergen,2024,Høst
1196629,EIE-MA,Bergen,2023,Høst
1196659,LEIE,Bergen,2023,Høst
1196691,FORNS,Haugesund,2024,Høst
1196717,MA-KSD,Bergen,2024,Høst
1196719,MGUBE,Bergen,2024,Høst
1202099,BSYK,Haugesund,2024,Høst
1202103,BFYS,Bergen,2024,Høst
1202116,AUTB,Bergen,2023,Høst
1202132,BSAB,Sogndal,2024,Høst
1202151,INF,Bergen,2024,Høst
1202154,BSYK,Stord,2024,Høst
1202163,MGBBE,Bergen,2024,Høst
1202164,BSYK,Stord,2024,Høst
1202182,BSYK,Bergen,2024,Høst
1202201,BVPL,Bergen,2024,Høst
1202214,BBL,Bergen,2023,Høst
1202219,NABP,Haugesund,2024,Høst
1202222,EIMB,Sogndal,2024,Høst
1202223,TST,Bergen,2024,Høst
1202226,ØKB,Haugesund,2024,Høst
1202228,BFYS,Bergen,2024,Høst
1202229,MMT,Bergen,2023,Høst
1202233,REALNS,Haugesund,2024,Høst
1202237,ØAU3,Bergen,2023,Høst
1202247,ELK,Bergen,2023,Høst
1202266,MGBBE,Bergen,2024,Høst
1202271,BSAB,Sogndal,2024,Høst
1202278,BSYK,Bergen,2024,Høst
1202293,BSYK,Førde,2023,Høst
1202317,LEIE,Bergen,2024,Høst
1202324,ADLE,Haugesund,2024,Høst
1202340,BVPLD,Haugesund,2023,Høst
1202347,BFYS,Bergen,2023,Høst
1202355,ØKOB,Sogndal,2024,Høst
1202366,ØAU3,Bergen,2023,Høst
1202385,ØKB,Haugesund,2024,Høst
1202394,MGUBE,Bergen,2023,Høst
1202407,ADLE,Haugesund,2023,Høst
1202407,ØKB,Haugesund,2024,Høst
1202410,EIMB,Sogndal,2024,Høst
1202414,MGUBE,Bergen,2024,Høst
1202419,ØAU3,Bergen,2023,Høst
1202430,ØAU3,Bergen,2024,Høst
1202440,LUPEK,Bergen,2024,Høst
1202456,BIDR,Sogndal,2023,Høst
1202459,ETK,Bergen,2023,Høst
1202464,DATA,Bergen,2024,Høst
1202468,MGBST,Stord,2024,Høst
1202486,INF,Bergen,2023,Høst
1202489,BERG,Bergen,2023,Høst
1202492,BVPL,Sogndal,2024,Høst
1202498,ØAU3,Bergen,2024,Høst
1202500,BIO,Bergen,2024,Høst
1202509,FEN,Sogndal,2023,Høst
1202553,ØKOB,Sogndal,2024,Høst
1202556,BVPL,Sogndal,2023,Høst
1202557,BSYK,Bergen,2023,Høst
1202562,ØKOB,Sogndal,2024,Høst
1202578,BSYK,Bergen,2023,Høst
1202582,INF-H,Haugesund,2023,Høst
1202606,MGUBE,Bergen,2024,Høst
1202614,BVPL,Sogndal,2024,Høst
1202630,MGBBE,Bergen,2024,Høst
1202639,BFYS,Bergen,2024,Høst
1202648,BSAB,Sogndal,2023,Høst
1202659,BBL,Bergen,2024,Høst
1202683,NABP,Haugesund,2024,Høst
1202688,ØAU3,Bergen,2024,Høst
1202692,BSAB,Bergen,2023,Høst
1202706,BSYK,Stord,2023,Høst
1202716,MGUBE,Bergen,2024,Høst
1202727,REALNS,Bergen,2024,Høst
1202741,REALNS,Bergen,2024,Høst
1202765,BIO,Bergen,2024,Høst
1202767,REALNS,Haugesund,2024,Høst
1202769,BVPLD,Sogndal,2023,Høst
1202797,LEIE,Bergen,2024,Høst
1202802,LUPEK,Bergen,2023,Høst
1202825,BFYS,Bergen,2023,Høst
1202836,BSYK,Bergen,2024,Høst
1202871,BELE,Bergen,2024,Høst
1202895,BSYK,Bergen,2024,Høst
1202921,BRAD,Bergen,2024,Høst
1202925,MGUBE,Bergen,2024,Høst
1202940,BVPLD,Haugesund,2023,Høst
1202955,BSAB,Sogndal,2023,Høst
1202963,ØAU3,Bergen,2024,Høst
1202977,MGBBE,Bergen,2024,Høst
1202989,BERG,Bergen,2024,Høst
1203000,MGUBE,Bergen,2024,Høst
1203005,EIMB,Sogndal,2023,Høst
1203018,BIO,Bergen,2024,Høst
1203020,BVPL,Sogndal,2024,Høst
1203026,INF,Bergen,2024,Høst
1203031,MGUBE,Bergen,2024,Høst
1203032,GEFA,Sogndal,2024,Høst
1203041,MGBBE,Bergen,2024,Høst
1203045,BSYK,Bergen,2023,Høst
1203071,HVT,Bergen,2023,Høst
1203074,GEFA,Sogndal,2024,Høst
1203079,BVPL,Bergen,2024,Høst
1203080,ØKOB,Sogndal,2023,Høst
1203085,MGUBE,Bergen,2023,Høst
1203112,DATA,Bergen,2023,Høst
1203115,EIMB,Sogndal,2024,Høst
1203117,INF-H,Haugesund,2024,Høst
1203129,BSYKD,Stord,2024,Høst
1203134,KJE,Bergen,2024,Høst
1203162,EVUEFIN,Bergen,2024,Høst
1203162,KJE,Bergen,2023,Høst
1203170,REALNS,Bergen,2024,Høst
1203186,LANA,Sogndal,2024,Høst
1203187,MMT,Bergen,2024,Høst
1203189,BBLD,Bergen,2023,Høst
1203194,MGUBE,Bergen,2024,Høst
1203195,ELK,Bergen,2023,Høst
1203200,LEIE,Bergen,2024,Høst
1203205,BSYKD,Førde,2024,Høst
1203234,BYGG,Bergen,2024,Høst
1203244,ØAU3,Bergen,2023,Høst
1203260,HVT,Bergen,2023,Høst
1203261,BERG,Bergen,2023,Høst
1203265,BBL,Bergen,2024,Høst
1203270,BERG,Bergen,2024,Høst
1203297,BVPL,Bergen,2024,Høst
1203307,EIMB,Sogndal,2023,Høst
1203311,INF-H,Haugesund,2024,Høst
1203317,BIO,Bergen,2024,Høst
1203321,INF,Bergen,2024,Høst
1203322,AUTB,Bergen,2023,Høst
1203326,BSYK,Bergen,2024,Høst
1203337,LEIE,Bergen,2024,Høst
1203337,MGUBE,Bergen,2023,Høst
1203341,LEIE,Bergen,2024,Høst
1203351,MPR,Bergen,2024,Høst
1203361,BSYK,Bergen,2024,Høst
1203375,BELE,Bergen,2024,Høst
1203376,BVPLD,Haugesund,2023,Høst
1203378,BYGG,Bergen,2023,Høst
1203389,LEIE,Bergen,2024,Høst
1203396,ØAU3,Bergen,2023,Høst
1203402,LEIE,Bergen,2024,Høst
1203408,BSYK,Stord,2024,Høst
1203411,MGBBE,Bergen,2023,Høst
1203412,BBL,Bergen,2024,Høst
1203434,BVPL,Sogndal,2024,Høst
1203436,ØKB,Haugesund,2024,Høst
1203456,DATA,Bergen,2023,Høst
1203457,MMT,Bergen,2023,Høst
1203465,EIMB,Sogndal,2023,Høst
1203484,MGBBE,Bergen,2024,Høst
1203499,BSYK,Haugesund,2024,Høst
1203520,REALNS,Haugesund,2024,Høst
1203522,MGUBE,Bergen,2023,Høst
1203527,HVT,Bergen,2024,Høst
1203554,BSYK,Bergen,2024,Høst
1203568,MGBBE,Bergen,2024,Høst
1203582,EIMB,Sogndal,2024,Høst
1203596,GEFA,Sogndal,2024,Høst
1203602,NABP,Haugesund,2024,Høst
1203616,REALNS,Haugesund,2024,Høst
1203619,BSAB,Bergen,2024,Høst
1203625,BERG,Bergen,2023,Høst
1203633,ØKOB,Sogndal,2023,Høst
1203639,LUPEK,Bergen,2024,Høst
1203646,BERG,Bergen,2024,Høst
1203653,BBARN,Sogndal,2023,Høst
1203656,MGBBE,Bergen,2024,Høst
1203663,BBL,Bergen,2023,Høst
1203665,MGUSO,Sogndal,2023,Høst
1203669,BVPL,Bergen,2024,Høst
1203684,BSYK,Haugesund,2024,Høst
1203686,LUPEK,Bergen,2024,Høst
1203693,LEIE,Bergen,2023,Høst
1203699,ØKOB,Sogndal,2024,Høst
1203710,MAM,Bergen,2024,Høst
1203724,MPR,Bergen,2024,Høst
1203733,BBARN,Sogndal,2024,Høst
1203747,BSYK,Bergen,2023,Høst
1203757,ØKOB,Sogndal,2024,Høst
1203763,BVPL,Sogndal,2024,Høst
1203767,BSYK,Førde,2024,Vår
1203799,MGUBE,Bergen,2024,Høst
1203810,NABP,Haugesund,2023,Høst
1203816,MGUBE,Bergen,2023,Høst
1203833,ELK,Bergen,2023,Høst
1203838,BSYK,Bergen,2024,Høst
1203855,ØKB,Haugesund,2023,Høst
1203863,BFYS,Bergen,2024,Høst
1203879,BBL,Bergen,2023,Høst
1203895,LEIE,Bergen,2024,Høst
1203906,BSYK,Bergen,2024,Høst
1203925,MGBBE,Bergen,2023,Høst
1203985,BELE,Bergen,2024,Høst
1203990,ØKB,Haugesund,2023,Høst
1203993,ØAU3,Bergen,2023,Høst
1204028,EIMB,Sogndal,2023,Høst
1204030,FEN,Sogndal,2023,Høst
1204032,MGUBE,Bergen,2024,Høst
1204049,BBARN,Sogndal,2023,Høst
1204051,MGBBE,Bergen,2024,Høst
1204054,BIO,Bergen,2024,Høst
1204068,ING-MAB,Haugesund,2024,Høst
1204070,MGBBE,Bergen,2024,Høst
1204077,BIO,Bergen,2023,Høst
1204097,MGBBE,Bergen,2024,Høst
1204107,MGBBE,Bergen,2024,Høst
1204119,ØKOJ,Sogndal,2024,Høst
1204123,ØAU3,Bergen,2024,Høst
1204130,MMT,Bergen,2024,Høst
1204131,INF,Bergen,2023,Høst
1204132,ING-BRANN,Haugesund,2024,Høst
1204150,BVPLD,Sogndal,2023,Høst
1204162,REALNS,Haugesund,2024,Høst
1204164,BBL,Bergen,2023,Høst
1204218,ØAU3,Bergen,2024,Høst
1204220,DATA,Bergen,2023,Høst
1204226,REALNS,Bergen,2024,Høst
1204232,FHA,Bergen,2024,Høst
1204249,PT,Sogndal,2024,Høst
1204253,INF,Bergen,2023,Høst
1204257,LOG,Bergen,2024,Høst
1204269,HVT,Bergen,2023,Høst
1204278,BSYK,Bergen,2023,Høst
1204284,BVPLD,Sogndal,2023,Høst
1204285,BVPL,Bergen,2024,Høst
1204300,BBL,Bergen,2023,Høst
1204322,BIO,Bergen,2023,Høst
1204340,JUS,Sogndal,2024,Høst
1204342,BSYK,Stord,2024,Høst
1204351,EIMB,Sogndal,2023,Høst
1204354,ØAU3,Bergen,2023,Høst
