plnr,studieprogram,campus,år,termin
437553,HSPED,Stord,2024,Høst
437809,HSPED,Stord,2023,Høst
437960,PHD,Sogndal,2019,Vår
438196,ADDISCO,Bergen,2024,Høst
438213,BSYKDES,Bergen,2023,Høst
438675,HSPED,Stord,2024,Høst
438944,MA-FYS,Bergen,2024,Høst
440528,MARE,Bergen,2024,Høst
440821,MA-INND,Bergen,2023,Høst
442225,BVPLD,Haugesund,2024,Høst
442685,VSKS,Bergen,2023,Høst
443412,ADDISCO,Bergen,2024,Høst
443630,KFK-MAB1-N,Bergen,2024,Høst
444222,DATA,Bergen,2024,Høst
444769,HSPED,Stord,2023,Høst
444769,PHDINN,Bergen,2020,Høst
445303,ING-BRANN,Haugesund,2022,Høst
445892,BSYK,Bergen,2022,Høst
446251,MMO,Haugesund,2024,Høst
446352,PHDH,Bergen,2024,Vår
447123,MPUV,Bergen,2022,Vår
447124,REALNS,Bergen,2024,Høst
447565,MDIP,Bergen,2022,Vår
447617,KOM,Bergen,2022,Høst
447642,ØKB,Haugesund,2022,Høst
447681,YFL1,Bergen,2024,Høst
447715,PPUALMD,Stord,2024,Høst
447727,V-THO,Bergen,2024,Høst
447877,MGBBE,Bergen,2023,Høst
448181,BELE,Bergen,2024,Høst
448626,DATA,Bergen,2022,Høst
448884,AUTB,Bergen,2019,Høst
448908,KK-BSS,Bergen,2024,Høst
448946,KOM,Bergen,2022,Høst
449194,MADL,Bergen,2024,Høst
449200,MA-KSI,Bergen,2022,Høst
449483,KK-VVPB,Bergen,2024,Høst
449807,INF-F,Førde,2022,Høst
449814,PHDE,Bergen,2024,Høst
449863,VTPHR,Bergen,2024,Høst
450376,BAMM,Haugesund,2023,Høst
450642,MKUF,Bergen,2024,Høst
450653,PHDH,Bergen,2022,Høst
450706,V-UVN,Bergen,2024,Høst
450834,BSYK,Førde,2022,Vår
451276,BRAD,Bergen,2023,Høst
451317,MADL,Bergen,2024,Høst
451354,MADL,Bergen,2020,Høst
451717,TOS,Bergen,2024,Høst
451754,O-VBB,Bergen,2024,Høst
451942,MA-KSD,Bergen,2024,Høst
452050,INF-F,Førde,2022,Høst
452186,MADI,Bergen,2024,Høst
452521,ETK,Bergen,2022,Høst
452537,MA-KSA,Haugesund,2022,Høst
453429,MSFH,Haugesund,2021,Høst
453509,LPL,Haugesund,2024,Høst
453619,AUTYH,Haugesund,2023,Høst
453631,BVPL,Bergen,2022,Høst
453676,MAS-BRANN,Haugesund,2022,Høst
453680,BIO,Bergen,2024,Høst
453680,BSYK,Bergen,2024,Høst
453715,MASP,Bergen,2023,Høst
453782,BVPLD,Haugesund,2024,Høst
453784,EVUFØS,Haugesund,2024,Høst
453834,BSYKDES,Bergen,2023,Høst
453861,MSFH,Bergen,2024,Høst
453891,ING-HMS,Haugesund,2018,Høst
453897,HISBN,Sogndal,2024,Høst
453926,MA-FYS,Bergen,2024,Høst
453973,MAMLT,Bergen,2024,Høst
453982,HVF,Bergen,2024,Høst
453986,BSYK,Bergen,2023,Høst
454001,MASP,Førde,2024,Høst
454002,MA-KBP4,Bergen,2023,Høst
454017,LANA,Sogndal,2023,Høst
454024,BSOSN,Sogndal,2024,Høst
454024,HMA,Bergen,2024,Høst
454079,MGUBE,Bergen,2020,Høst
454106,BSYKD,Førde,2024,Høst
454112,PHDE,Bergen,2024,Vår
454170,MAMLT,Bergen,2024,Høst
454173,ENKELTEMNE,Bergen,2024,Høst
454222,MASP,Bergen,2023,Høst
454771,LEIE,Bergen,2022,Høst
454829,MASKA,Bergen,2023,Høst
454835,BBL,Bergen,2022,Høst
454837,BBL,Bergen,2019,Høst
454839,EVUFHS,Bergen,2022,Høst
454840,MGUBE,Bergen,2021,Høst
454841,MPUV,Bergen,2024,Vår
454870,BSYK,Førde,2023,Vår
454908,MA-JOR,Bergen,2023,Høst
454974,MASOD,Bergen,2024,Høst
455000,MA-PHA,Bergen,2022,Høst
455177,MASOD,Bergen,2024,Høst
455200,MADL,Førde,2021,Høst
456292,EVUEFIN,Bergen,2024,Høst
456292,MASP,Bergen,2023,Høst
456461,MSFH,Haugesund,2023,Høst
456495,MASKA,Stord,2022,Høst
457449,MASKA,Haugesund,2024,Høst
457818,KFK-VEIL,Bergen,2024,Høst
457868,MSFH,Bergen,2021,Høst
457956,AUTH,Haugesund,2021,Høst
457956,ENKELTEMNE,Haugesund,2024,Høst
457972,BBL,Bergen,2024,Høst
458031,KFK-NOB1-N,Bergen,2024,Høst
458162,ØAU3,Bergen,2024,Høst
468963,VTPHR,Haugesund,2024,Høst
468974,VTPHR,Haugesund,2024,Høst
469005,BVPLD,Haugesund,2023,Høst
469014,MKUF,Bergen,2024,Høst
469058,ØKB,Haugesund,2024,Høst
469162,ØKB,Haugesund,2024,Høst
469172,PPUYRKD,Stord,2023,Høst
469288,MA-KSI,Haugesund,2022,Høst
469449,EVUFLKI,Stord,2024,Høst
469604,VTPHR,Haugesund,2024,Høst
469607,BYGG,Bergen,2022,Høst
469614,BSYK,Haugesund,2023,Høst
469631,KK-BSS,Bergen,2024,Høst
469636,VTPHR,Haugesund,2024,Høst
469700,MA-KSK,Bergen,2022,Høst
469911,VSKS,Bergen,2023,Høst
470039,EVUEFØS,Haugesund,2024,Høst
470085,MPUV,Bergen,2024,Vår
470149,VFALH,Sogndal,2024,Høst
470164,EVUEFØS,Haugesund,2024,Høst
470191,MASKA,Stord,2021,Høst
470202,MSB,Haugesund,2023,Høst
470210,VSKS,Bergen,2023,Høst
470230,HSPED,Stord,2024,Høst
470230,PHD,Sogndal,2022,Høst
472082,MAM,Bergen,2022,Høst
472094,ØKAD-EMNER,Bergen,2024,Høst
472178,MGUBE,Bergen,2021,Høst
472536,MASP,Bergen,2024,Høst
473009,BSAB,Bergen,2024,Høst
473368,BIO,Bergen,2024,Høst
473385,HVT,Bergen,2022,Høst
473457,BYGG,Bergen,2021,Høst
473462,MPUV,Bergen,2024,Vår
473515,RUSPA,Sogndal,2023,Høst
473570,MAHEL,Bergen,2023,Høst
473616,VSKS,Bergen,2023,Høst
473668,MASP,Bergen,2024,Høst
473695,VRA,Bergen,2024,Høst
473740,HMA,Bergen,2024,Høst
473740,VFHAM,Bergen,2024,Høst
473851,MKUF,Stord,2024,Høst
473882,ØAU3,Bergen,2021,Høst
473941,EVUEFIN,Bergen,2024,Høst
473941,KJE,Bergen,2023,Høst
473963,MGUBE,Bergen,2020,Høst
474025,MA-KBP4,Bergen,2021,Høst
474039,LUPEM,Bergen,2022,Høst
474205,BSYK,Stord,2023,Høst
474210,KK-MAHE1,Bergen,2024,Høst
474330,BSYK,Haugesund,2024,Høst
474432,KFK-ENU2-N,Bergen,2024,Høst
474492,MASP,Bergen,2024,Høst
474545,MPUV,Bergen,2024,Vår
474570,HVF,Bergen,2024,Høst
474582,ENGN,Sogndal,2024,Høst
474611,KFK-NOU1-N,Bergen,2024,Høst
474616,MAHEL,Bergen,2024,Høst
474619,BYGG,Bergen,2023,Høst
474626,PHD,Bergen,2023,Høst
474642,MASP,Bergen,2023,Høst
474661,BSYKD,Førde,2024,Høst
474717,MPUV,Bergen,2023,Vår
474756,PPUYRKD,Stord,2023,Høst
474842,MA-KSK,Bergen,2024,Høst
474871,ENGN,Sogndal,2024,Høst
474919,REISÅ,Sogndal,2024,Høst
474934,EVUFLKI,Stord,2024,Høst
474976,MAHEL,Bergen,2024,Høst
475009,MGUST,Stord,2021,Høst
475062,VSKS,Bergen,2023,Høst
475186,VFHAM,Bergen,2024,Høst
475203,MADL,Bergen,2022,Høst
475258,LEIE,Bergen,2023,Høst
475263,PHDH,Bergen,2023,Høst
475338,BRAD,Bergen,2024,Høst
475551,BSYKDES,Bergen,2021,Høst
475574,KFK-MAU1-N,Bergen,2024,Høst
475602,TST,Bergen,2024,Høst
475651,MAHEL,Bergen,2023,Høst
475684,BSYK,Stord,2022,Høst
475698,MA-KSI,Haugesund,2021,Høst
475709,BBLD,Bergen,2022,Høst
475717,MA-KSH,Bergen,2022,Høst
475725,BVPLD,Sogndal,2024,Høst
475728,MAS-BR-DEL,Haugesund,2021,Høst
475739,ABLU,Haugesund,2021,Høst
475824,VSKS,Bergen,2023,Høst
475959,EVUFHS,Stord,2024,Høst
476009,HMA,Bergen,2024,Vår
476011,KFK-GLSM,Bergen,2024,Høst
476025,PSBU,Førde,2023,Høst
476058,JUS,Sogndal,2024,Høst
476164,KFK-UTE,Bergen,2024,Høst
476169,REALNS,Førde,2024,Høst
476212,KFK-NOU2-N,Bergen,2024,Høst
476257,MBAKD,Bergen,2021,Høst
476395,MBAKS,Bergen,2022,Høst
476400,MSFH,Førde,2021,Høst
476417,ETK-MA,Bergen,2020,Høst
476481,O-VBB,Bergen,2024,Høst
476514,PPUYRKD,Bergen,2023,Høst
476526,ØAU3,Bergen,2020,Høst
476545,PHDINN,Bergen,2022,Høst
476557,KFK-GLSM,Bergen,2024,Høst
476564,VTPHR,Haugesund,2024,Høst
476643,BSYK,Haugesund,2022,Høst
476682,MSFH,Bergen,2021,Høst
476689,MA-FYS,Bergen,2024,Høst
476744,MAHEL,Bergen,2023,Høst
476792,FFRA,Bergen,2024,Høst
476792,MA-PHA,Bergen,2023,Høst
476841,BYGG,Bergen,2023,Høst
476851,MASP,Bergen,2023,Høst
476878,MASP,Bergen,2023,Høst
476920,PPUALMD,Stord,2023,Høst
476945,MPUV,Bergen,2021,Vår
476946,MA-FYS,Bergen,2022,Høst
476969,PPUYRKD,Bergen,2024,Høst
477002,BSYK,Stord,2023,Høst
477026,MGBBE,Bergen,2018,Høst
477068,BYGGF,Førde,2022,Høst
477069,ENKELTEMNE,Bergen,2024,Høst
477073,MARA,Bergen,2021,Høst
477125,MA-JOR,Bergen,2023,Høst
477144,KFK-MAU1-N,Bergen,2024,Høst
477197,MSFH,Bergen,2023,Høst
477225,MARA,Bergen,2022,Høst
477288,V-THO,Bergen,2024,Høst
477288,VFHAM,Bergen,2024,Høst
477334,PPUYRKD,Sogndal,2024,Høst
477378,INF,Bergen,2023,Høst
477407,ADDISCO,Bergen,2024,Vår
477410,MAJOR,Bergen,2024,Høst
477421,MASP,Bergen,2024,Høst
477470,BVPL,Sogndal,2022,Høst
477533,MASP,Førde,2024,Høst
477539,REALNS,Førde,2024,Høst
477610,PSBU,Haugesund,2024,Høst
477667,VSKS,Bergen,2023,Høst
477674,MASP,Bergen,2024,Høst
477739,VRA,Bergen,2023,Høst
477911,ENKELTEMNE,Haugesund,2024,Høst
477954,ØAU3,Bergen,2022,Høst
477994,MPUV,Bergen,2023,Vår
478074,HMA,Bergen,2023,Høst
478096,INF,Bergen,2024,Høst
478100,MA-PHA,Bergen,2022,Høst
478120,BBL,Stord,2023,Høst
478166,MAM,Bergen,2022,Høst
478198,KFK-NOU2-N,Bergen,2024,Høst
478273,KFK-GLSM,Bergen,2024,Høst
478372,REALNS,Haugesund,2024,Høst
478460,EVUFLKI,Stord,2024,Høst
478534,KK-SSB,Bergen,2024,Høst
478539,MA-JOR,Bergen,2023,Høst
478613,KFK-MAU1-N,Bergen,2024,Høst
478675,MADL,Bergen,2022,Høst
478735,INF,Bergen,2022,Høst
478787,MASP,Bergen,2023,Høst
478809,MACCM,Sogndal,2023,Høst
478884,MGUBE,Bergen,2018,Høst
478890,MASOD,Bergen,2024,Høst
478892,MASP,Bergen,2024,Høst
478953,MASKA,Stord,2022,Høst
479032,BSYKD,Førde,2024,Høst
479035,MAHEL,Bergen,2023,Høst
479078,KFK-MAB1-N,Bergen,2024,Høst
479125,ØAU3,Bergen,2021,Høst
479178,NABP,Haugesund,2024,Høst
479211,BVPL,Bergen,2022,Høst
479250,MA-JOR,Bergen,2023,Høst
479254,BRAD,Bergen,2022,Høst
479296,DATA,Bergen,2020,Høst
479316,MASP,Bergen,2023,Høst
479390,BRAD,Bergen,2024,Høst
479772,MADL,Bergen,2020,Høst
479949,BIO,Bergen,2024,Høst
480094,MDIP,Bergen,2021,Vår
480321,MASKS,Bergen,2023,Høst
480392,MA-PHA,Bergen,2022,Høst
480591,MASP,Førde,2024,Høst
480622,MASP,Førde,2023,Høst
480660,MSFH,Førde,2022,Høst
480745,MASP,Førde,2023,Høst
481069,BIO,Bergen,2023,Høst
481108,VSKS,Bergen,2023,Høst
481259,MPUV,Bergen,2022,Vår
481368,MASP,Bergen,2023,Høst
481525,MGUBE,Bergen,2022,Høst
481721,MAPHER,Bergen,2024,Høst
481802,KJE,Bergen,2023,Høst
481808,MASP,Førde,2024,Høst
481842,MASP,Førde,2023,Høst
481905,MASO,Bergen,2023,Høst
482081,VTPHR,Haugesund,2024,Høst
482210,MAHEL,Bergen,2024,Høst
482265,MA-KSA,Bergen,2022,Høst
482316,MASP,Bergen,2023,Høst
482342,BSYK,Haugesund,2024,Høst
482469,BVPLD,Sogndal,2021,Høst
482518,KFK-NOU1-N,Bergen,2024,Høst
487212,BSYK,Bergen,2022,Høst
487243,MABET,Bergen,2024,Høst
487267,MARA,Bergen,2024,Høst
487285,MGUBE,Bergen,2021,Høst
487319,ØAU3,Bergen,2024,Høst
487364,MADL,Førde,2021,Høst
487385,MSFH,Bergen,2023,Høst
487414,ENKELTEMNE,Bergen,2024,Høst
487422,ENKELTEMNE,Bergen,2024,Høst
487484,DATA,Bergen,2022,Høst
487507,MSFH,Bergen,2023,Høst
487646,MASP,Haugesund,2024,Høst
487668,IDR60,Sogndal,2024,Høst
487674,HOSPITANT,Bergen,2024,Høst
487693,MAS-BR-DEL,Haugesund,2022,Høst
487693,VHYD,Bergen,2024,Høst
487707,KFB-LUB,Bergen,2024,Høst
487708,BSOSN,Sogndal,2024,Høst
487715,MBAKS,Bergen,2022,Høst
487749,V-UVN,Bergen,2024,Høst
487846,MGUSO,Sogndal,2020,Høst
487924,VTPHR,Bergen,2024,Høst
488063,MBAKS,Bergen,2022,Høst
488104,MGUBE,Bergen,2021,Høst
488106,FFRA,Bergen,2024,Høst
488132,NABP,Haugesund,2023,Høst
488159,VTPHR,Haugesund,2024,Høst
488180,BIO,Bergen,2024,Høst
488341,KFK-MAU1-N,Bergen,2024,Høst
488402,MA-PHA,Bergen,2022,Høst
488486,REALNS,Haugesund,2024,Høst
488523,ENGN,Sogndal,2024,Høst
488542,BSYKD,Stord,2024,Høst
488606,MARA,Bergen,2024,Høst
488680,MGUBE,Bergen,2020,Høst
488714,PPUYRKD,Stord,2023,Høst
488791,TST,Bergen,2021,Høst
488815,KK-SPESB,Sogndal,2024,Høst
488850,AUTB,Bergen,2022,Høst
488857,MASP,Førde,2024,Høst
488865,BVPL,Bergen,2024,Høst
488887,BVPLD,Haugesund,2022,Høst
489001,HVF,Bergen,2024,Høst
489061,MSFH,Førde,2024,Høst
489097,PPUYRKD,Bergen,2023,Høst
489146,FORNS,Haugesund,2024,Høst
489146,MADL,Haugesund,2023,Høst
489182,HMA,Bergen,2024,Vår
489182,VFHAM,Bergen,2024,Høst
489206,KFK-GLSM,Stord,2023,Høst
489208,MASP,Bergen,2024,Høst
489228,MPUV,Bergen,2022,Vår
489247,MA-KSH,Bergen,2022,Høst
489248,HSPED,Stord,2024,Høst
489264,BSYKDES,Bergen,2021,Høst
489296,MA-FYS,Bergen,2024,Høst
489319,FEN,Sogndal,2024,Høst
489319,MSB,Haugesund,2024,Høst
489326,MGBBE,Bergen,2021,Høst
489404,MBAKS,Bergen,2024,Høst
489461,MASKS,Bergen,2021,Høst
489505,RUSPA,Sogndal,2023,Høst
489544,ØAU3,Bergen,2024,Høst
489556,MAJOR,Bergen,2024,Høst
489562,MA-KSD,Bergen,2022,Høst
489591,PHDE,Bergen,2024,Høst
489631,EVUFLKI,Bergen,2024,Høst
489714,MASP,Bergen,2023,Høst
489770,MA-KSH,Bergen,2022,Høst
489830,BSYKD,Førde,2024,Høst
489851,BSYKDES,Bergen,2023,Høst
489905,ØKB,Haugesund,2022,Høst
489963,MPUV,Bergen,2021,Vår
489965,MSB,Bergen,2023,Høst
489999,INF,Bergen,2024,Høst
490085,ING-HMS,Haugesund,2020,Høst
490130,MPUV,Bergen,2023,Vår
490189,MGBNS,Stord,2023,Høst
490196,INF,Bergen,2022,Høst
490222,PPUYRKD,Bergen,2023,Høst
490272,HSPED,Stord,2022,Vår
490282,ØKOB,Sogndal,2022,Høst
490292,SÅR,Haugesund,2023,Høst
490425,ØKB,Haugesund,2022,Høst
490458,PPUALMD,Stord,2024,Høst
490458,V-UVN,Bergen,2024,Høst
490591,KFK-NOB1-N,Bergen,2024,Høst
490599,MPPU,Stord,2023,Høst
490632,BBLD,Bergen,2023,Høst
490707,MGUBE,Bergen,2022,Høst
490723,BVPLD,Haugesund,2024,Høst
490755,BSYKDES,Bergen,2023,Høst
490849,KFK-NOU2-N,Bergen,2024,Høst
490866,INF,Bergen,2022,Høst
490898,MA-KSI,Bergen,2022,Høst
491043,ØKB,Haugesund,2024,Høst
491080,BVPL,Bergen,2023,Høst
491081,MASP,Bergen,2023,Høst
491140,MKUF,Bergen,2023,Høst
491144,MASKS,Bergen,2023,Høst
491146,MIL-MA,Bergen,2022,Høst
491181,MARA,Bergen,2022,Høst
491240,MAMLT,Bergen,2024,Høst
491306,MSB,Sogndal,2023,Høst
491307,BERG,Bergen,2022,Høst
491313,MASP,Bergen,2023,Høst
491317,ØKOJ,Sogndal,2024,Høst
491356,BVPL,Sogndal,2023,Høst
491424,EVUEFIN,Bergen,2024,Høst
491627,PHDINN,Bergen,2021,Høst
491681,ENKELTEMNE,Bergen,2024,Høst
491681,ETK,Bergen,2023,Høst
491706,HVT,Bergen,2022,Høst
491761,MADI,Førde,2023,Høst
491940,KFK-ENU1-N,Bergen,2024,Høst
492000,KFK-NOB1-N,Bergen,2024,Høst
492040,MGUBE,Bergen,2019,Høst
492194,MADI,Førde,2023,Høst
492246,EVUFHS,Førde,2024,Høst
492416,MARA,Bergen,2024,Høst
492646,ØAU3,Bergen,2022,Høst
492725,KFK-NOB1-N,Bergen,2024,Høst
493088,BBLD,Sogndal,2024,Høst
493335,DATA,Bergen,2022,Høst
493472,MASP,Bergen,2024,Høst
493610,BSYK,Førde,2022,Vår
493724,MASKA,Bergen,2023,Høst
500324,ING-MAB,Haugesund,2022,Høst
500519,NABP,Haugesund,2022,Høst
500616,PPUYRKD,Stord,2024,Høst
500766,ØKBD,Haugesund,2023,Høst
500829,INF-F,Førde,2021,Høst
500909,PPUALMD,Stord,2023,Høst
500969,VTPHR,Haugesund,2024,Høst
501036,SÅR,Haugesund,2024,Høst
501074,MGBSO,Sogndal,2023,Høst
501151,EVUFHS,Bergen,2024,Høst
501158,MGBBE,Bergen,2021,Høst
502032,FFRA,Bergen,2024,Høst
502032,MA-PHA,Bergen,2023,Høst
502104,PHDINN,Bergen,2020,Høst
502300,EVUEFLKI,Bergen,2024,Høst
502303,EVUEFLKI,Bergen,2024,Høst
502713,EVUEFLKI,Bergen,2024,Høst
502900,RUTDLEI,Bergen,2024,Høst
503209,KFK-MAU1-N,Bergen,2024,Høst
503255,V-UVN,Bergen,2024,Høst
503309,KFK-NOB1-N,Bergen,2024,Høst
503747,SÅR,Haugesund,2024,Høst
503748,KFK-ENU1-N,Bergen,2024,Høst
503773,MASP,Bergen,2024,Høst
503815,EVUMFLKI,Bergen,2024,Høst
504032,GLU1-7P,Bergen,2023,Høst
504396,BBL,Stord,2023,Høst
504729,PSBU,Førde,2023,Høst
506476,MASOD,Bergen,2024,Høst
507385,KFK-ENU2-N,Bergen,2024,Høst
507580,ADDISCO,Bergen,2024,Høst
508030,PHDE,Bergen,2024,Høst
508112,BYGG,Bergen,2023,Høst
508152,MASO,Bergen,2023,Høst
508253,VFALH,Sogndal,2024,Høst
508509,BYGG,Bergen,2021,Høst
508536,RDL,Bergen,2023,Høst
508893,MDIP,Bergen,2024,Vår
508970,PHDE,Bergen,2024,Høst
509323,VTPHR,Haugesund,2024,Høst
509691,EVUEFLKI,Bergen,2024,Høst
510850,IHVL,Stord,2018,Høst
511608,MPPU,Stord,2024,Høst
512444,BELE,Bergen,2024,Høst
512902,VTPHR,Førde,2024,Høst
513125,MDIP,Bergen,2023,Vår
513316,EVUFLKI,Stord,2024,Høst
516214,BSAB,Bergen,2024,Høst
516444,PHD,Bergen,2017,Høst
517446,MADL,Bergen,2022,Høst
517490,MDIP,Bergen,2022,Vår
517830,HSPED,Stord,2024,Høst
517914,BBLD,Bergen,2024,Høst
517952,KFK-PFS,Bergen,2024,Høst
519266,EVUFLKI,Bergen,2024,Høst
519299,PPUALMD,Stord,2023,Høst
519299,V-UVN,Bergen,2024,Høst
519374,MASKA,Stord,2022,Høst
519500,KFK-NOB1-N,Bergen,2024,Høst
520005,EVUFLKI,Bergen,2024,Høst
520054,MGUST,Stord,2018,Høst
520516,ELK,Bergen,2022,Høst
521460,VRA,Bergen,2024,Høst
521488,MA-KSD,Bergen,2024,Høst
521692,PHD,Sogndal,2019,Høst
522113,EVUEFØS,Haugesund,2024,Høst
522431,PPUYRKD,Bergen,2023,Høst
522782,MADL,Haugesund,2021,Høst
522802,PPUYRKD,Stord,2024,Høst
522851,MPUV,Bergen,2021,Vår
522918,MADL,Bergen,2018,Høst
523180,EVUFLKI,Stord,2024,Høst
523180,SOSN,Sogndal,2024,Høst
523543,ENKELTEMNE,Bergen,2024,Høst
523734,HSPED,Bergen,2022,Høst
523734,PHDH,Bergen,2020,Høst
523900,KFK-NOB1-N,Bergen,2024,Høst
523966,MKUF,Stord,2024,Høst
524196,MDIP,Bergen,2024,Vår
524283,MASP,Bergen,2023,Høst
524318,V-UVNN,Bergen,2024,Høst
524441,EIE-MA,Bergen,2024,Høst
524515,DOL,Bergen,2024,Høst
524579,ØKOB,Sogndal,2023,Høst
524706,BSYKD,Stord,2024,Høst
524802,KFK-NOB1-N,Bergen,2024,Høst
525549,MAJOR,Bergen,2024,Høst
525567,BSYKDES,Haugesund,2021,Høst
525586,MASP,Bergen,2023,Høst
525635,BSYK,Stord,2023,Høst
525680,TST,Bergen,2022,Høst
525733,BSYK,Bergen,2022,Høst
525759,MASOD,Bergen,2024,Høst
525829,MAMLT,Bergen,2024,Høst
525833,MASP,Bergen,2024,Høst
525855,MA-PHA,Bergen,2023,Høst
525962,MPUV,Bergen,2023,Vår
525966,RUSPA,Sogndal,2023,Høst
525973,MA-KSD,Bergen,2024,Høst
526022,BSYKD,Førde,2024,Høst
526072,MASP,Bergen,2024,Høst
526083,MADL,Førde,2021,Høst
526115,BSYK,Bergen,2021,Høst
526141,FHA,Bergen,2021,Høst
526145,INF,Bergen,2023,Høst
526176,ENGN,Sogndal,2024,Høst
526176,MSFH,Førde,2024,Høst
526176,PPUALM,Sogndal,2024,Høst
526262,REALNS,Haugesund,2024,Høst
526347,MA-KSI,Haugesund,2022,Høst
527251,YFL3,Bergen,2024,Høst
527684,MACCM,Sogndal,2023,Høst
527776,ØKOB,Sogndal,2022,Høst
527779,PPUALMD,Stord,2024,Høst
527834,MPUV,Bergen,2021,Vår
527854,KFK-MAB1-N,Bergen,2024,Høst
528518,V-THO,Bergen,2024,Høst
528754,PPUALMD,Stord,2023,Høst
528760,BSYK,Haugesund,2022,Høst
528822,MA-INND,Bergen,2024,Høst
528953,HSPED,Stord,2023,Høst
529309,INF,Bergen,2020,Høst
529335,MAM,Bergen,2022,Høst
529782,KFK-ENB1-N,Bergen,2024,Høst
530228,BBLD,Sogndal,2023,Høst
530567,BSYK,Førde,2022,Vår
530631,MPR,Bergen,2024,Høst
531052,PPUYRKD,Stord,2024,Høst
531054,MA-PHA,Bergen,2023,Høst
531114,MASP,Bergen,2023,Høst
531116,HVF,Bergen,2024,Høst
531127,ØAU3,Bergen,2021,Høst
531133,SÅR,Haugesund,2024,Høst
531145,VSKS,Bergen,2023,Høst
531172,BSYKDES,Bergen,2023,Høst
531184,BSYK,Førde,2022,Høst
531283,MAMLT,Bergen,2024,Høst
531330,MASP,Bergen,2023,Høst
531423,BSYKD,Stord,2024,Høst
531443,MSFH,Haugesund,2023,Høst
531458,BIO,Bergen,2023,Høst
531472,MSFH,Haugesund,2024,Høst
531587,KFK-NOB1-N,Bergen,2024,Høst
531626,MASKS,Bergen,2023,Høst
531736,INF,Bergen,2023,Høst
531782,MADL,Bergen,2024,Høst
531830,MAJOR,Bergen,2024,Høst
531856,VTPHR,Førde,2024,Høst
531875,EVUMFLKI,Bergen,2024,Høst
531891,BVPLD,Sogndal,2023,Høst
531921,BSYK,Bergen,2024,Høst
531948,MASO,Bergen,2022,Høst
531964,BVPLD,Sogndal,2023,Høst
531981,MA-FYS,Bergen,2022,Høst
531997,MSFH,Bergen,2021,Høst
532022,PSBU,Haugesund,2024,Høst
532048,MGBBE,Bergen,2021,Høst
532062,MASP,Bergen,2023,Høst
532081,MASP,Bergen,2024,Høst
532127,MASP,Bergen,2024,Høst
532164,VTPHR,Haugesund,2024,Høst
532212,VRA,Bergen,2024,Høst
532218,MA-KSD,Bergen,2024,Høst
532227,ENGN,Sogndal,2024,Høst
532239,MBAKS,Bergen,2023,Høst
532243,EVUMFLKI,Bergen,2024,Høst
532246,DATA,Bergen,2024,Høst
532277,MASP,Bergen,2023,Høst
532282,MGBBE,Bergen,2020,Høst
532283,MGBSO,Sogndal,2021,Høst
532409,ØAU3,Bergen,2022,Høst
532439,DATA,Bergen,2020,Høst
532529,DATA,Bergen,2023,Høst
532539,MASOD,Bergen,2024,Høst
532571,SÅR,Haugesund,2024,Høst
532598,ENKELTEMNE,Sogndal,2024,Høst
532650,MSB,Bergen,2023,Høst
532716,MAPHER,Bergen,2024,Høst
532718,INF-H,Haugesund,2024,Høst
532734,INF,Bergen,2022,Høst
532799,ADLE,Haugesund,2024,Høst
532843,MASP,Bergen,2023,Høst
532980,BSYKDES,Bergen,2023,Høst
533104,BIO,Bergen,2022,Høst
533226,MADL,Haugesund,2021,Høst
533228,FHA,Bergen,2023,Høst
533229,MAJOR,Bergen,2024,Høst
533288,MPPU,Sogndal,2024,Høst
533304,KFK-MAB1-N,Bergen,2024,Høst
533327,MAMLT,Bergen,2024,Høst
533330,EVUFHS,Stord,2024,Høst
533397,MAS-BR-DEL,Haugesund,2022,Høst
533401,KFK-VEIL,Bergen,2024,Høst
533445,MDIP,Bergen,2022,Vår
533502,HOSPITANT,Bergen,2024,Høst
533504,MGUSO,Sogndal,2019,Høst
533572,MAJOR,Bergen,2024,Høst
533578,MGBSO,Sogndal,2019,Høst
533603,MA-PHA,Bergen,2022,Høst
533661,ENGN,Sogndal,2024,Høst
533702,MGUBE,Bergen,2024,Høst
533743,SÅR,Haugesund,2024,Høst
533760,BBLD,Bergen,2021,Høst
533841,MSFH,Bergen,2021,Høst
533859,KFK-ENB1-N,Bergen,2024,Høst
533908,ØKBD,Haugesund,2024,Høst
533921,EIMB,Sogndal,2020,Høst
533936,FFRA,Bergen,2024,Vår
533936,VRA,Bergen,2024,Høst
534006,BSYK,Haugesund,2023,Høst
534011,MGBBE,Bergen,2020,Høst
534052,MAHEL,Bergen,2023,Høst
534114,BSYK,Førde,2023,Vår
534120,DATA,Bergen,2022,Høst
534125,MASP,Bergen,2023,Høst
534171,KFK-ENU2-N,Bergen,2024,Høst
534337,ING-MAB,Haugesund,2024,Høst
534439,FHA,Bergen,2024,Høst
534516,EVUFHS,Bergen,2024,Høst
534516,MSFH,Bergen,2021,Høst
534608,EMNE,Bergen,2024,Høst
534620,BVPLD,Sogndal,2024,Høst
534722,MGUBE,Bergen,2021,Høst
534737,VTPHR,Bergen,2024,Høst
534750,MGBBE,Bergen,2022,Høst
534762,INF,Bergen,2022,Høst
534774,HVF,Bergen,2024,Høst
534787,MA-PHA,Bergen,2022,Høst
534946,MARA,Bergen,2023,Høst
534959,MPPU,Stord,2023,Høst
534974,PPUYRKD,Stord,2023,Høst
534984,MA-FYS,Bergen,2022,Høst
